Provider Id,Provider Zip Code,Provider State,Zip Latitude,Zip Longitude
100161,32771,FL,28.803979,-81.28761
100166,34233,FL,27.285142,-82.47363
100167,33317,FL,26.113664,-80.22376
100168,33486,FL,26.344955,-80.11226
100173,33613,FL,28.077994,-82.44989
100175,34265,FL,27.396045,-82.23349
100176,33410,FL,26.839588,-80.08824
100177,32932,FL,28.326985,-80.61119
100179,32216,FL,30.283740,-81.58359
100180,33710,FL,27.788637,-82.72244
100181,33143,FL,25.702929,-80.29642
100183,33134,FL,25.753927,-80.27034
100187,33016,FL,25.887983,-80.33284
100189,33063,FL,26.251909,-80.21016
100191,34655,FL,28.209833,-82.66973
100200,33308,FL,26.191111,-80.10846
100204,32605,FL,29.676006,-82.36889
100206,33609,FL,27.943549,-82.50656
100209,33175,FL,25.733204,-80.41197
100211,33525,FL,28.346914,-82.20293
100212,34478,FL,29.080910,-82.21004
100213,34209,FL,27.488866,-82.62737
100217,32978,FL,27.877504,-80.51457
100220,33912,FL,26.501582,-81.82841
100223,32547,FL,30.447248,-86.62113
100224,33321,FL,26.211122,-80.26310
100226,32073,FL,30.160965,-81.72916
100228,33324,FL,26.110631,-80.27469
100230,33024,FL,26.023567,-80.23851
100231,32514,FL,30.527195,-87.21485
100232,32177,FL,29.666218,-81.67401
100234,33407,FL,26.750991,-80.07296
100236,33952,FL,26.993876,-82.09821
100238,33709,FL,27.815953,-82.72865
100239,33713,FL,27.787904,-82.68039
100242,32405,FL,30.195424,-85.66458
100243,33511,FL,27.911201,-82.29480
100244,33990,FL,26.630750,-81.95251
100246,34950,FL,27.448016,-80.33644
100248,33770,FL,27.916149,-82.80122
100249,34428,FL,28.951380,-82.61213
100252,34972,FL,27.391710,-80.87555
100253,33458,FL,26.928035,-80.11803
100254,32308,FL,30.531677,-84.16049
100255,33615,FL,28.005446,-82.57776
100256,34667,FL,28.372441,-82.66603
100258,33484,FL,26.458152,-80.13560
100259,33573,FL,27.713353,-82.35965
100260,34952,FL,27.291694,-80.29691
100264,34613,FL,28.555346,-82.53601
100265,34695,FL,28.005639,-82.69511
100266,32561,FL,30.375469,-87.09013
100267,34223,FL,26.974858,-82.36650
100268,33428,FL,26.348354,-80.21841
100269,33470,FL,26.751094,-80.30156
100275,33414,FL,26.656710,-80.25377
100276,33065,FL,26.272608,-80.25589
100277,33137,FL,25.817325,-80.19046
100281,33028,FL,26.018418,-80.34798
100284,33155,FL,25.739011,-80.30685
100285,33029,FL,26.006373,-80.40212
100286,34119,FL,26.256551,-81.71860
100287,33401,FL,26.711192,-80.06043
100288,33407,FL,26.750991,-80.07296
100289,33331,FL,26.056111,-80.36373
100290,32159,FL,28.930573,-81.93806
100291,32935,FL,28.139260,-80.65077
100292,32550,FL,30.414932,-86.61992
100296,33146,FL,25.720728,-80.27255
100299,34202,FL,27.434755,-82.40211
100302,34769,FL,28.249340,-81.28749
100307,32216,FL,30.283740,-81.58359
100313,32456,FL,29.846517,-85.32792
100314,33196,FL,25.650232,-80.45925
100315,32940,FL,28.219810,-80.69402
100316,32907,FL,28.012241,-80.67729
110001,30720,GA,34.766095,-84.98650
110002,30286,GA,32.895794,-84.33084
110003,31501,GA,31.220059,-82.35133
110004,30742,GA,34.948979,-85.25212
110005,30041,GA,34.201503,-84.09764
110006,30606,GA,33.945619,-83.41732
110007,31703,GA,31.580774,-84.16044
110008,30114,GA,34.228478,-84.50402
110010,30322,GA,33.793754,-84.32380
110011,30117,GA,33.588486,-85.10620
110015,30180,GA,33.718079,-84.92356
110016,30240,GA,33.029838,-85.07450
110018,30014,GA,33.581406,-83.85100
110023,30701,GA,34.496600,-84.93798
110024,31412,GA,31.927434,-81.04250
110025,31520,GA,31.166786,-81.49213
110026,30635,GA,34.119972,-82.82500
110027,30662,GA,34.270167,-83.12842
110028,30901,GA,33.461121,-81.97265
110029,30501,GA,34.306643,-83.82352
110030,30120,GA,34.167327,-84.82764
110031,30223,GA,33.268185,-84.27306
110032,30577,GA,34.561584,-83.31718
110034,30912,GA,33.475936,-82.06970
110035,30060,GA,33.932052,-84.54746
110036,31403,GA,32.068658,-81.09258
110038,31792,GA,30.817654,-83.98919
110039,30904,GA,33.474136,-82.01018
110040,30529,GA,34.210423,-83.46842
110041,30535,GA,34.573072,-83.55992
110042,30132,GA,33.945735,-84.84463
110043,31419,GA,31.986249,-81.20259
110044,31719,GA,30.884525,-84.58951
110045,30680,GA,33.992538,-83.71061
110046,30655,GA,33.786041,-83.69901
110050,30705,GA,34.753129,-84.77502
110051,30512,GA,34.875556,-84.00419
110054,30162,GA,34.253343,-85.15312
110059,30643,GA,34.366948,-82.92010
110064,31901,GA,32.471492,-84.98005
110069,31093,GA,32.638316,-83.64332
110071,31513,GA,31.768849,-82.35198
110073,31750,GA,31.720029,-83.25093
110074,30606,GA,33.945619,-83.41732
110075,30458,GA,32.423083,-81.80677
110076,30033,GA,33.811354,-84.28335
110078,30308,GA,33.771755,-84.38065
110079,30303,GA,33.752856,-84.39013
110082,30342,GA,33.879003,-84.37203
110083,30309,GA,33.794055,-84.38525
110086,31082,GA,32.984529,-82.83750
110087,30045,GA,33.949054,-83.98565
110089,31533,GA,31.522042,-82.84153
110091,30012,GA,33.696714,-84.01732
110092,31023,GA,32.193953,-83.18480
110095,31793,GA,30.817654,-83.98919
110100,30434,GA,33.008983,-82.37800
110101,31620,GA,31.133004,-83.42736
110104,31015,GA,31.950899,-83.77808
110105,31768,GA,31.165358,-83.77172
110107,31201,GA,32.830839,-83.63529
110109,30401,GA,32.605196,-82.33910
110111,30824,GA,33.490536,-82.50280
110112,31639,GA,31.199000,-83.21880
110113,30830,GA,33.080965,-81.99440
110115,30312,GA,33.745739,-84.37640
110121,39828,MS,33.779165,-89.03949
110122,31603,GA,30.866613,-83.30078
110124,31545,GA,31.636895,-81.90843
110125,31021,GA,32.526359,-82.93375
110128,30474,GA,32.220155,-82.41493
110129,31995,GA,32.535540,-84.92583
110132,39819,MS,33.779165,-89.03949
110135,31036,GA,32.270314,-83.48517
110142,30417,GA,32.162077,-81.90984
110143,30106,GA,33.828061,-84.62593
110146,31558,GA,30.761081,-81.56912
110150,31061,GA,33.083579,-83.23397
110153,31069,GA,32.460791,-83.73541
110161,30342,GA,33.879003,-84.37203
110163,31701,GA,31.580774,-84.16044
110164,31217,GA,32.839005,-83.56749
110165,30274,GA,33.555145,-84.40108
110168,30165,GA,34.281423,-85.23825
110177,30909,GA,33.475936,-82.06970
110183,30080,GA,33.875780,-84.50382
110184,30134,GA,33.769636,-84.74967
110186,31901,GA,32.471492,-84.98005
110187,30533,GA,34.542098,-83.99718
110189,30513,GA,34.851171,-84.32905
110190,31063,GA,32.293293,-83.98913
110191,30281,GA,33.547578,-84.21809
110192,30078,GA,33.860955,-84.01807
110194,39845,MS,33.779165,-89.03949
110198,30076,GA,34.032532,-84.31774
110200,31909,GA,32.535540,-84.92583
110201,31210,GA,32.888990,-83.72204
110203,30329,GA,33.827554,-84.32355
110205,30540,GA,34.688716,-84.46716
110209,31788,GA,31.901066,-84.25037
110212,31602,GA,30.866613,-83.30078
110215,30214,GA,33.478750,-84.47668
110219,30344,GA,33.676258,-84.44977
110225,30143,GA,34.454934,-84.41583
110226,30058,GA,33.750257,-84.09640
110229,30263,GA,33.387790,-84.82536
110230,30097,GA,34.020621,-84.14294
120001,96813,HI,21.313033,-157.85615
120002,96793,HI,20.889294,-156.50497
120004,96786,HI,21.501722,-158.03543
120005,96720,HI,19.713562,-155.09842
120006,96734,HI,21.394900,-157.74529
120007,96817,HI,21.330700,-157.85913
120010,96817,HI,21.330700,-157.85913
120011,96819,HI,21.345200,-157.88165
120014,96766,HI,21.980810,-159.37746
120019,96750,HI,19.526845,-155.92150
120022,96813,HI,21.313033,-157.85615
120026,96701,HI,21.389167,-157.93091
120027,96706,HI,21.338055,-158.02499
120028,96743,HI,20.040191,-155.69999
130002,83301,ID,42.530288,-114.47509
130003,83501,ID,46.388753,-116.98484
130006,83712,ID,43.595763,-116.16367
130007,83706,ID,43.593523,-116.19903
130013,83686,ID,43.529812,-116.57761
130014,83605,ID,43.658834,-116.67755
130018,83404,ID,43.465998,-112.01425
130025,83440,ID,43.809910,-111.80942
130028,83201,ID,42.883214,-112.43968
130049,83814,ID,47.666550,-116.77570
130063,83704,ID,43.631230,-116.28716
130065,83404,ID,43.465998,-112.01425
130066,83854,ID,47.720306,-116.94564
140001,61520,IL,40.552853,-90.02794
140002,62002,IL,38.906065,-90.15909
140007,60435,IL,41.543380,-88.11963
140008,60160,IL,41.899880,-87.85978
140010,60201,IL,42.056391,-87.69684
140011,62948,IL,37.804014,-89.02702
140012,61021,IL,41.843702,-89.47636
140013,61614,IL,40.755343,-89.59799
140015,62301,IL,39.929597,-91.37415
140018,60608,IL,41.850532,-87.66990
140019,62565,IL,39.409126,-88.80153
140026,61364,IL,41.129482,-88.83666
140029,60504,IL,41.760067,-88.25218
140030,60123,IL,42.034776,-88.32393
140032,62401,IL,39.123807,-88.56000
140034,62801,IL,38.523736,-89.12570
140040,61401,IL,40.948073,-90.36871
140043,61081,IL,41.813776,-89.70537
140046,62864,IL,38.322558,-88.90842
140048,60617,IL,41.719973,-87.55570
140049,60302,IL,41.893941,-87.78899
140051,60076,IL,42.036180,-87.73210
140052,62002,IL,38.906065,-90.15909
140053,62769,IL,39.757896,-89.66363
140054,60402,IL,41.836981,-87.79095
140058,62650,IL,39.730234,-90.22941
140059,62052,IL,39.114762,-90.32442
140062,60463,IL,41.663548,-87.79148
140063,60304,IL,41.873550,-87.78850
140064,61401,IL,40.948073,-90.36871
140065,60525,IL,41.788536,-87.87605
140067,61637,IL,40.764368,-89.64480
140068,60628,IL,41.695434,-87.62255
140077,62207,IL,38.590350,-90.13276
140080,60202,IL,42.030327,-87.68828
140082,60640,IL,41.973181,-87.66650
140083,60644,IL,41.881331,-87.75671
140084,60085,IL,42.361271,-87.86187
140088,60637,IL,41.779384,-87.60544
140089,61455,IL,40.456986,-90.66810
140091,61801,IL,40.109647,-88.21246
140093,61832,IL,40.133786,-87.62898
140095,60623,IL,41.850232,-87.71800
140100,60099,IL,42.451371,-87.84862
140101,60450,IL,41.370642,-88.40749
140103,60621,IL,41.776983,-87.64040
140110,61350,IL,41.352630,-88.84734
140113,61801,IL,40.109647,-88.21246
140114,60625,IL,41.971614,-87.70256
140115,60613,IL,41.953256,-87.66290
140116,60050,IL,42.348406,-88.24769
140117,60631,IL,41.996230,-87.81091
140118,60406,IL,41.656592,-87.68154
140119,60612,IL,41.880682,-87.68770
140120,61554,IL,40.567088,-89.63382
140122,60521,IL,41.772915,-87.92996
140124,60612,IL,41.880682,-87.68770
140125,62040,IL,38.720938,-90.11431
140127,61761,IL,40.515485,-88.98629
140130,60045,IL,42.238087,-87.86093
140133,60629,IL,41.777482,-87.71155
140135,62526,IL,39.878041,-88.95637
140137,62246,IL,38.889355,-89.40987
140143,61362,IL,41.332908,-89.20847
140145,62230,IL,38.620018,-89.53050
140147,62450,IL,38.724560,-88.08658
140148,62781,IL,39.757896,-89.66363
140150,60612,IL,41.880682,-87.68770
140151,60624,IL,41.879365,-87.72199
140155,60901,IL,41.114132,-87.86784
140158,60616,IL,41.847400,-87.63126
140160,61032,IL,42.300918,-89.63208
140161,61764,IL,40.884053,-88.63376
140162,61701,IL,40.477286,-88.99592
140164,62902,IL,37.707763,-89.19246
140166,62521,IL,39.828586,-88.92907
140167,60970,IL,40.784447,-87.74051
140172,60461,IL,41.518290,-87.69274
140174,60506,IL,41.766029,-88.35254
140176,60098,IL,42.316121,-88.43884
140177,60649,IL,41.761734,-87.57072
140179,60805,IL,41.719933,-87.70249
140180,60622,IL,41.900332,-87.66927
140181,60617,IL,41.719973,-87.55570
140182,60657,IL,41.940832,-87.65852
140184,62959,IL,37.724504,-88.92968
140185,62226,IL,38.538950,-90.00104
140186,60901,IL,41.114132,-87.86784
140187,62220,IL,38.500460,-89.97654
140189,61938,IL,39.474889,-88.37421
140191,60426,IL,41.609078,-87.66264
140197,60640,IL,41.973181,-87.66650
140200,60126,IL,41.891030,-87.94181
140202,60048,IL,42.290922,-87.95169
140206,60622,IL,41.900332,-87.66927
140208,60453,IL,41.715082,-87.75460
140209,61636,IL,40.764368,-89.64480
140210,62946,IL,37.725834,-88.54208
140211,60134,IL,41.885728,-88.31957
140213,60451,IL,41.509231,-87.96475
140217,60123,IL,42.034776,-88.32393
140223,60068,IL,42.011830,-87.84158
140224,60657,IL,41.940832,-87.65852
140228,61104,IL,42.255370,-89.07602
140231,60540,IL,41.764779,-88.14579
140233,61108,IL,42.254087,-89.01776
140234,61354,IL,41.330789,-89.12990
140239,61103,IL,42.303365,-89.08246
140240,60160,IL,41.899880,-87.85978
140242,60190,IL,41.875228,-88.15261
140250,60429,IL,41.574034,-87.67857
140251,60634,IL,41.944454,-87.79654
140252,60005,IL,42.069327,-87.98464
140258,60007,IL,42.005978,-87.99847
140275,61282,IL,41.501234,-90.41404
140276,60153,IL,41.880281,-87.84455
140280,61201,IL,41.490300,-90.56956
140281,60611,IL,41.904667,-87.62504
140286,60115,IL,41.924127,-88.74617
140288,60515,IL,41.803480,-88.01827
140289,62062,IL,38.726548,-89.95720
140290,60194,IL,42.037108,-88.10719
140291,60010,IL,42.160791,-88.15231
140292,60139,IL,41.920228,-88.07891
140294,62864,IL,38.322558,-88.90842
140300,60615,IL,41.801525,-87.60215
140301,60452,IL,41.605633,-87.75356
140304,60440,IL,41.703097,-88.07462
150001,46131,IN,39.482105,-86.05043
150002,46402,IN,41.601086,-87.33681
150003,47904,IN,40.428735,-86.87680
150004,46320,IN,41.610035,-87.50574
150005,46122,IN,39.761211,-86.52344
150006,46350,IN,41.605749,-86.71983
150007,46904,IN,40.450623,-86.12127
150008,46312,IN,41.639735,-87.46084
150009,47130,IN,38.309105,-85.72035
150010,46904,IN,40.450623,-86.12127
150011,46952,IN,40.581190,-85.66324
150012,46545,IN,41.681487,-86.16811
150015,46360,IN,41.707539,-86.87902
150017,46804,IN,41.054247,-85.23878
150018,46514,IN,41.707616,-85.97605
150021,46805,IN,41.098248,-85.12061
150022,47933,IN,40.034554,-86.89143
150023,47804,IN,39.495436,-87.39209
150024,46202,IN,39.782842,-86.15673
150026,46526,IN,41.567559,-85.84885
150030,47362,IN,39.926980,-85.36970
150033,46107,IN,39.718744,-86.09375
150034,46342,IN,41.533786,-87.26403
150035,46383,IN,41.473390,-87.03165
150037,46140,IN,39.799143,-85.78446
150038,46151,IN,39.442774,-86.41337
150042,47591,IN,38.668827,-87.50791
150044,47150,IN,38.303820,-85.82522
150045,46706,IN,41.352638,-85.04792
150046,47802,IN,39.393237,-87.39770
150047,46802,IN,41.071681,-85.15101
150048,47374,IN,39.831061,-84.89067
150051,47403,IN,39.121719,-86.57409
150056,46206,IN,39.824858,-86.13817
150057,46158,IN,39.588545,-86.37431
150058,46601,IN,41.671197,-86.25253
150059,46060,IN,40.050109,-85.99815
150061,47501,IN,38.658196,-87.17619
150064,47331,IN,39.644794,-85.14929
150065,47274,IN,38.958688,-85.89917
150069,47250,IN,38.787175,-85.38031
150072,46947,IN,40.754787,-86.36684
150074,46219,IN,39.780010,-86.04889
150075,46714,IN,40.728816,-85.16565
150076,46563,IN,41.347159,-86.32023
150082,47747,IN,38.096771,-87.52112
150084,46260,IN,39.898107,-86.18232
150086,47025,IN,39.129059,-84.85887
150088,46016,IN,40.098641,-85.68452
150089,47303,IN,40.221103,-85.37602
150090,46311,IN,41.491377,-87.51022
150091,46750,IN,40.872261,-85.49061
150097,46176,IN,39.523797,-85.77208
150100,47750,IN,38.096771,-87.52112
150101,46725,IN,41.166034,-85.48313
150102,46534,IN,41.282822,-86.61613
150104,46052,IN,40.047966,-86.46592
150109,47905,IN,40.418360,-86.81847
150112,47201,IN,39.185341,-85.94560
150113,46011,IN,40.112913,-85.73700
150115,47546,IN,38.408794,-86.93876
150125,46321,IN,41.551457,-87.50143
150126,46307,IN,41.418873,-87.34298
150128,46227,IN,39.678495,-86.12973
150129,46222,IN,39.786793,-86.21093
150133,46580,IN,41.228100,-85.85778
150146,46755,IN,41.449897,-85.26765
150150,46825,IN,41.150677,-85.12181
150153,46290,IN,39.934949,-86.16262
150154,46250,IN,39.905689,-86.06733
150157,46032,IN,39.970241,-86.15416
150158,46123,IN,39.764436,-86.39699
150160,46278,IN,39.897920,-86.28619
150161,46032,IN,39.970241,-86.15416
150162,46237,IN,39.678590,-86.08634
150163,47111,IN,38.453813,-85.65443
150164,47403,IN,39.121719,-86.57409
150165,46321,IN,41.551457,-87.50143
150166,46307,IN,41.418873,-87.34298
150167,46845,IN,41.200465,-85.10219
150168,46804,IN,41.054247,-85.23878
150169,46256,IN,39.907838,-86.01405
150172,47150,IN,38.303820,-85.82522
150173,47905,IN,40.418360,-86.81847
150175,47630,IN,37.958873,-87.37998
150176,47129,IN,38.303945,-85.76787
150177,46545,IN,41.681487,-86.16811
160001,50158,IA,42.042506,-92.90646
160005,51401,IA,42.066399,-94.86786
160008,52632,IA,40.409641,-91.40001
160013,52761,IL,41.413372,-91.00612
160016,50501,IA,42.499242,-94.18256
160024,50316,IA,41.606339,-93.59829
160028,51503,IA,41.254400,-95.79062
160029,52245,IA,41.662083,-91.50834
160030,50010,IA,42.029330,-93.60966
160032,50208,IA,41.702148,-93.04467
160033,52803,IA,41.538582,-90.56223
160040,50613,IA,42.527184,-92.45609
160045,52402,IA,42.021016,-91.65231
160047,51503,IA,41.254400,-95.79062
160057,52655,IA,40.830534,-91.17849
160058,52242,IA,41.662116,-91.54143
160064,50401,IA,43.153969,-93.20037
160067,50702,IA,42.475886,-92.33578
160069,52001,IA,42.515252,-90.67940
160079,52403,IA,41.982201,-91.61409
160080,52732,IA,41.861633,-90.21539
160082,50309,IA,41.585939,-93.62004
160083,50314,IA,41.602989,-93.63237
160089,52501,IA,41.023872,-92.41741
160101,50314,IA,41.602989,-93.63237
160104,52722,IA,41.551883,-90.48975
160110,50703,IA,42.513636,-92.32418
160112,51301,IA,43.150381,-95.14466
160117,52001,IA,42.515252,-90.67940
160122,52627,IA,40.637694,-91.33866
160124,51360,IA,43.428983,-95.10892
160146,51104,IA,42.524145,-96.40292
160147,50112,IA,41.736434,-92.72123
160153,51101,IA,42.493559,-96.39562
170001,66801,KS,38.410549,-96.19736
170006,66762,KS,37.408511,-94.70414
170009,66048,KS,39.298776,-94.93555
170010,67301,KS,37.216856,-95.72898
170012,67401,KS,38.827875,-97.61553
170013,67601,KS,38.881082,-99.32559
170014,66067,KS,38.614986,-95.27355
170016,66606,KS,39.058177,-95.71088
170017,67042,KS,37.830417,-96.84294
170020,67502,KS,38.094945,-97.92900
170023,67846,KS,37.976008,-100.82503
170027,67124,KS,37.642738,-98.75394
170033,67530,KS,38.363151,-98.78495
170039,67152,KS,37.268972,-97.41247
170040,66160,KS,39.105854,-94.61329
170049,66061,KS,38.889784,-94.85558
170058,66701,KS,37.823295,-94.73389
170068,67901,KS,37.067979,-100.92813
170074,66441,KS,39.015850,-96.83653
170075,67107,KS,38.193313,-97.52827
170086,66604,KS,39.040450,-95.71698
170094,66839,KS,38.211108,-95.74293
170103,67114,KS,38.051679,-97.32300
170104,66204,KS,38.992255,-94.67528
170105,67460,KS,38.367298,-97.67719
170109,66071,KS,38.574804,-94.86706
170110,67880,KS,37.569601,-101.33268
170120,67357,KS,37.339913,-95.25834
170122,67214,KS,37.705384,-97.31777
170123,67214,KS,37.705384,-97.31777
170133,66048,KS,39.298776,-94.93555
170137,66044,KS,38.983551,-95.23202
170142,66502,KS,39.184986,-96.56932
170145,67337,KS,37.041838,-95.61814
170146,66112,KS,39.117009,-94.76614
170150,67005,KS,37.067387,-97.02831
170166,67950,KS,37.011254,-101.88893
170175,67801,KS,37.755267,-100.02632
170176,66215,KS,38.961006,-94.74145
170182,66209,KS,38.900535,-94.63248
170183,67226,KS,37.750904,-97.23115
170185,66213,KS,38.899634,-94.70758
170186,67226,KS,37.750904,-97.23115
170187,67401,KS,38.827875,-97.61553
170188,66211,KS,38.925159,-94.64136
170190,66502,KS,39.184986,-96.56932
170191,67530,KS,38.363151,-98.78495
170192,67220,KS,37.745561,-97.27841
170194,66211,KS,38.925159,-94.64136
170195,66211,KS,38.925159,-94.64136
170196,67226,KS,37.750904,-97.23115
170197,67002,KS,37.693585,-97.11321
170198,67502,KS,38.094945,-97.92900
170200,67235,KS,37.692778,-97.49590
180001,41075,KY,39.076011,-84.45127
180002,41858,KY,37.130559,-82.83185
180004,42345,KY,37.166299,-87.18333
180005,41653,KY,37.667872,-82.75876
180009,41101,KY,38.473961,-82.64532
180010,40504,KY,38.039322,-84.54259
180011,40741,KY,37.143828,-84.07839
180012,42701,KY,37.704287,-85.86403
180013,42101,KY,37.010643,-86.46145
180016,40065,KY,38.211511,-85.21658
180017,42141,KY,36.970776,-85.91232
180018,40351,KY,38.190560,-83.43210
180019,41056,KY,38.624534,-83.76561
180020,40965,KY,36.617181,-83.72186
180021,40977,KY,36.750028,-83.72023
180024,40033,KY,37.565894,-85.25148
180025,40004,KY,37.811090,-85.46164
180027,42071,KY,36.617443,-88.28746
180029,41701,KY,37.274854,-83.19061
180035,41014,KY,39.067811,-84.50390
180036,41101,KY,38.473961,-82.64532
180038,42303,KY,37.758568,-87.08714
180040,40202,KY,38.252854,-85.75137
180043,40962,KY,37.164346,-83.76674
180044,41501,KY,37.478169,-82.51890
180045,41042,KY,38.983853,-84.64401
180046,40361,KY,38.212471,-84.23646
180048,40422,KY,37.644426,-84.78862
180049,40475,KY,37.745999,-84.28433
180050,40831,KY,36.828285,-83.31856
180051,42240,KY,36.866845,-87.47617
180053,41041,KY,38.418131,-83.72497
180056,42420,KY,37.825094,-87.56055
180064,40353,KY,38.061248,-83.92964
180066,42276,KY,36.860612,-86.88171
180067,40536,KY,37.985128,-84.48874
180069,41503,KY,37.670590,-82.28465
180070,42754,KY,37.479797,-86.30731
180078,41240,KY,37.823275,-82.78167
180079,41031,KY,38.397678,-84.29390
180080,40701,KY,36.942035,-84.10685
180087,42718,KY,37.372314,-85.35490
180088,40202,KY,38.252854,-85.75137
180092,40391,KY,37.982230,-84.17023
180093,42431,KY,37.330791,-87.50378
180095,42064,KY,37.331602,-88.06997
180101,40324,KY,38.221179,-84.55465
180102,42001,KY,37.066543,-88.65687
180103,40503,KY,38.007898,-84.53452
180104,42003,KY,37.044233,-88.59046
180105,42167,KY,36.712179,-85.67567
180106,42602,KY,36.720240,-85.13539
180115,40456,KY,37.367660,-84.33233
180116,42066,KY,36.733761,-88.63449
180117,42041,KY,36.532059,-88.89132
180124,42104,KY,36.930527,-86.44751
180127,40601,KY,38.201649,-84.86935
180128,41230,KY,38.071237,-82.64062
180130,40207,KY,38.257489,-85.65134
180132,42502,KY,37.075624,-84.54437
180138,40031,KY,38.407833,-85.38475
180139,41339,KY,37.533559,-83.34547
180141,40202,KY,38.252854,-85.75137
180143,40509,KY,38.005199,-84.40954
180149,42728,KY,37.123196,-85.27561
190001,70427,LA,30.762908,-89.87774
190002,70503,LA,30.185867,-92.04706
190003,70563,LA,30.022348,-91.78314
190004,70301,LA,29.797776,-90.81809
190005,70112,LA,29.956804,-90.07757
190006,70506,LA,30.211901,-92.05912
190007,71457,LA,31.751287,-93.09021
190008,70360,LA,29.593377,-90.74750
190011,71202,LA,32.456862,-92.08881
190013,70663,LA,30.245205,-93.36360
190014,70381,LA,29.694806,-91.18252
190015,70403,LA,30.484785,-90.47620
190017,70570,LA,30.530965,-92.09521
190019,71301,LA,31.294532,-92.46015
190020,70791,LA,30.655578,-91.14015
190025,70554,LA,30.630000,-92.42652
190026,71301,LA,31.294532,-92.46015
190027,70601,LA,30.226399,-93.20496
190034,70510,LA,29.943573,-92.14872
190036,70121,LA,29.961875,-90.16037
190037,70631,LA,29.778234,-93.40907
190039,70072,LA,29.869283,-90.10933
190040,70458,LA,30.269565,-89.77587
190041,71101,LA,32.505352,-93.74861
190044,70526,LA,30.213767,-92.37921
190045,70433,LA,30.470793,-90.10491
190046,70115,LA,29.927305,-90.10197
190050,70634,LA,30.835881,-93.27071
190053,70546,LA,30.242533,-92.66375
190054,70562,LA,29.975453,-91.84073
190060,70601,LA,30.226399,-93.20496
190064,70808,LA,30.411391,-91.14970
190065,70806,LA,30.444950,-91.13806
190079,70070,LA,29.907162,-90.35142
190081,71263,LA,32.887552,-91.41070
190086,71270,LA,32.524760,-92.64696
190088,71075,LA,32.994597,-93.45992
190090,71483,LA,31.915828,-92.64450
190098,71130,LA,32.420670,-93.88770
190099,71351,LA,31.140727,-92.08056
190102,70508,LA,30.163368,-92.01974
190106,71463,LA,30.806617,-92.65224
190111,71103,LA,32.490777,-93.76761
190114,71040,LA,32.782880,-93.03176
190116,71220,LA,32.814969,-91.90678
190118,71052,LA,32.031067,-93.68585
190122,70805,LA,30.485639,-91.15612
190125,71201,LA,32.519393,-92.10755
190133,70648,LA,30.494379,-92.85992
190135,70115,LA,29.927305,-90.10197
190140,71295,LA,32.156791,-91.72874
190144,71055,LA,32.631009,-93.28751
190145,71342,LA,31.654792,-92.12872
190146,70006,LA,30.013985,-90.19128
190151,71269,LA,32.457301,-91.78754
190160,71291,LA,32.526944,-92.15990
190161,70607,LA,30.129908,-93.19632
190164,71446,LA,31.138723,-93.22745
190167,70586,LA,30.710639,-92.30628
190175,70068,LA,30.073941,-90.48516
190176,70112,LA,29.956804,-90.07757
190177,70433,LA,30.470793,-90.10491
190183,70363,LA,29.560581,-90.69030
190184,71418,LA,32.130124,-92.06755
190190,71418,LA,32.130124,-92.06755
190201,70605,LA,30.165907,-93.24905
190202,70816,LA,30.425791,-91.03815
190204,70461,LA,30.266707,-89.73049
190205,70506,LA,30.211901,-92.05912
190208,71254,LA,32.806899,-91.20759
190218,71449,LA,31.514631,-93.54869
190236,71111,LA,32.552315,-93.70836
190241,70360,LA,29.593377,-90.74750
190242,70737,LA,30.229237,-90.92251
190245,71201,LA,32.519393,-92.10755
190246,71201,LA,32.519393,-92.10755
190250,70445,LA,30.327126,-89.93118
190257,71270,LA,32.524760,-92.64696
190259,70508,LA,30.163368,-92.01974
190263,70508,LA,30.163368,-92.01974
190266,70810,LA,30.361609,-91.09041
190267,70433,LA,30.470793,-90.10491
190270,70458,LA,30.269565,-89.77587
190273,70807,LA,30.534088,-91.17865
190274,70065,LA,30.022853,-90.25133
190278,71101,LA,32.505352,-93.74861
190297,71446,LA,31.138723,-93.22745
190298,71301,LA,31.294532,-92.46015
190303,70403,LA,30.484785,-90.47620
200001,4401,ME,44.817770,-68.78952
200002,4543,ME,44.036533,-69.48841
200008,4101,ME,43.660525,-70.25862
200009,4102,ME,43.658632,-70.29110
200018,4769,ME,46.679321,-68.00216
200019,4005,ME,43.480704,-70.45871
200020,3909,ME,43.159537,-70.65239
200021,4011,ME,43.899200,-69.95894
200024,4240,ME,44.094773,-70.19141
200025,4011,ME,43.899200,-69.95894
200031,4736,ME,46.878869,-68.01128
200032,4268,ME,44.223589,-70.58366
200033,4401,ME,44.817770,-68.78952
200034,4240,ME,44.094773,-70.19141
200037,4938,ME,44.667760,-70.12362
200039,4330,ME,44.344406,-69.76345
200040,4073,ME,43.426792,-70.75245
200041,4901,ME,44.554965,-69.61297
200050,4605,ME,44.614885,-68.43626
200052,4743,ME,47.209541,-68.57238
200063,4856,ME,44.180867,-69.09812
210001,21742,MD,39.658897,-77.68297
210002,21201,MD,39.295306,-76.62118
210003,20785,MD,38.920111,-76.88900
210004,20910,MD,38.999992,-77.03404
210005,21701,MD,39.423344,-77.38902
210006,21078,MD,39.554644,-76.11118
210007,21204,MD,39.405606,-76.62648
210008,21202,MD,39.296507,-76.60693
210009,21287,MD,39.399639,-76.58418
210011,21229,MD,39.284856,-76.68780
